#location
"Somebody , probably you, wants to restore your nolotiro access. Click on this url to restore your nolotiro account:";"Alguien, probablemente tu, desea recuperar el acceso a la cuenta de nolotiro.org, Haz click en el siguiente enlace:"
"Otherwise ignore this message";"En caso contrario ignora este mensaje"
"The nolotiro.org team.";"El equipo de nolotiro.org"
"Welcome";"Bienvenido"
"Edit your profile";"Edita tu perfil de usuario"
"edit profile";"editar perfil"
"Change your nickname:";"Cambia tu nombre de usuario:"
"Change your password here: (otherwise leave it blank)";"Cambia tu contraseña: (si no deseas cambiarla , deja este campo en blanco)"
"Save profile";"Modificar perfil"
"Here you could change your user settings";"Aquí puedes cambiar tu opciones de perfil de usuario"
"Your profile was edited succesfully!";"Tu perfil de usuario fue editado con éxito."
"This user does not exist";"Ese usuario no existe"
"You are not allowed to view this page";"No estás autorizado para acceder a esa página"
"This username is taken. Please choose another one.";"Ese nombre de usuario ya existe. Por favor elige otro diferente."
"Member since:";"Miembro de nolotiro desde:"
"Your account has been deleted.";"Tu cuenta de nolotiro.org ha sido eliminada"
"Delete your nolotiro.org account";"Borrar tu cuenta de nolotiro.org"
"Are you sure you want to delete your nolotiro.org account?";"¿Estás seguro de querer eliminar tu cuenta de nolotiro.org?"
"Nice to hear that :-)";"Nos alegramos por ello :-)"
"Your account has been deleted.";"Tu cuenta ha sido eliminada"
"This user does not have ads yet";"Este usuario no tiene anuncios todavía"

#super lightbox
"Close";"Cerrar"
"Loading";"Cargando"
"Next";"Siguiente"
"Previous";"Anterior"



#ad/create
"Create a new ad";"Crea un nuevo anuncio"
"Edit your ad";"Edita tu anuncio"
"Edit ad";"Edita tu anuncio"
"Edit this ad";"Edita este anuncio"
"Ad type:";"Tipo de anuncio:"
"Status:";"Estado:"
"Please, fill this form to publish your ad";"Para publicar tu anuncio, por favor, introduce estos datos"
"i give...";"regalo..."
"i want...";"quiero..."
"Title of your ad:";"Título de tu anuncio:"
"Ad body:";"Cuerpo del anuncio:"
"Allowed format files: gif, jpg, png. Max size:1Mb";"Formatos permitidos: gif, jpg, png. Max:1Mb de tamaño."
"Save";"Guardar"
"Select an image file for your ad (optional).";"Selecciona una imagen para tu anuncio (opcional)."
"Ad published succesfully!";"¡Tu anuncio ha sido publicado con éxito!"
"No ads to display for this location.";"No hay anuncios para esta ubicación."
"You could try one of these things:";"Puedes probar alguna de estas cosas:"

"Be the first to";"Se el primero en"
"post an ad on this location.";"publicar un anuncio en esta ciudad."
"Try to change the location to another city bigger near you.";"Prueba a cambiar la ciudad por una mas grande que esté cerca de tu ubicación."
"Our autosuggest system (based on your IP) says you are located near:";"Nuestro sistema de sugerencia de ubicación (basado en tu IP) dice que estas cerca de:"

"Click to enlarge photo";"Click para agrandar foto"
"available";"disponible"
"booked";"reservado"
"delivered";"entregado"

"Send a private message";"Enviar mensaje privado"


#comment
"Create a new comment";"Escribe un comentario"
"Comments";"Comentarios"
"Your comment:";"Tu comentario:"
"Write something!";"¡Escribe algo!"
"Comment published succesfully!";"Tu comentario se ha publicado con éxito."

#paginator
"Previous";"Anterior"
"Next";"Siguiente"


#user profile
"Ads list";"Lista de anuncios"
"profile";"perfil"
"ads";"anuncios"
"User profile";"Perfil de usuario"

#format date string (date php)
"l dS \o\f F Y H:i:s";" d \d\e\l m \d\e Y \, H:i:s"
